TPC codegen census, configuration: tpcds-defaults
commit:      1917c854bae
java:        25.0.4.1
settings:    spark.sql.readSideCharPadding=true, statistics injected=false, spark.sql.codegen.hugeMethodLimit=65535, spark.sql.adaptive.enabled=false
under AQE:   the same walk with spark.sql.adaptive.enabled=true finds 0 stages in these queries
bands:       ok <= 8000 bytes < interpreted <= 65535 bytes < fallback

summary
  tpcds-v1.4      103 queries  1058 stages  ok 1058
  tpcds-v2.7       32 queries   497 stages  ok 497
  tpcds-mod        21 queries   132 stages  interpreted 1, ok 131; past 8000: q3

set	query	stage	broadcasts	bytes	constant pool	band	operators
tpcds-v1.4	q24b	11	4	399	251	ok	Filter < HashAggregate
tpcds-v1.4	q24b	11	4	335	208	ok	HashAggregate
tpcds-v1.4	q24b	10	4	447	296	ok	HashAggregate < HashAggregate
tpcds-v1.4	q24b	9	4	1042	422	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q24b	2	0	120	124	ok	Sort
tpcds-v1.4	q24b	4	0	120	124	ok	Sort
tpcds-v1.4	q24b	6	0	684	192	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	10	4	451	306	ok	HashAggregate < HashAggregate
tpcds-v1.4	q24b	9	4	1042	422	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q24b	2	0	120	124	ok	Sort
tpcds-v1.4	q24b	1	0	479	157	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	4	0	120	124	ok	Sort
tpcds-v1.4	q24b	3	0	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	5	0	679	180	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	6	0	723	199	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	7	0	528	177	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	8	0	550	177	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q25	9	7	442	253	ok	HashAggregate
tpcds-v1.4	q25	8	7	1279	422	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q25	1	0	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q25	1	0	461	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q25	1	0	419	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q25	2	0	394	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q25	6	0	391	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q25	7	0	391	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q26	6	4	852	278	ok	HashAggregate
tpcds-v1.4	q26	5	4	815	414	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q26	1	0	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q26	1	0	554	167	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q26	3	0	342	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q26	4	0	540	171	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q27	6	4	944	288	ok	HashAggregate
tpcds-v1.4	q27	5	4	844	439	ok	HashAggregate < Expand < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q27	1	0	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q27	1	0	554	167	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q27	3	0	370	167	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q27	4	0	342	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q28	18	5	972	246	ok	BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < HashAggregate
tpcds-v1.4	q28	2	0	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	1	0	908	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	5	0	292	206	ok	HashAggregate
tpcds-v1.4	q28	4	0	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	3	0	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	8	0	292	206	ok	HashAggregate
tpcds-v1.4	q28	7	0	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	6	0	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	11	0	292	206	ok	HashAggregate
tpcds-v1.4	q28	10	0	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	9	0	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	14	0	292	206	ok	HashAggregate
tpcds-v1.4	q28	13	0	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	12	0	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	17	0	292	206	ok	HashAggregate
tpcds-v1.4	q28	16	0	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	15	0	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q29	9	7	316	246	ok	HashAggregate
tpcds-v1.4	q29	8	7	1270	409	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q29	1	0	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q29	1	0	455	151	ok	Filter < ColumnarToRow
tpcds-v1.4	q29	1	0	420	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q29	2	0	388	151	ok	Filter < ColumnarToRow
tpcds-v1.4	q29	1	0	349	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q29	6	0	391	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q29	7	0	391	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q30	11	7	1022	308	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q30	3	2	526	371	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q30	1	0	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q30	2	0	430	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q30	8	2	398	286	ok	Filter < HashAggregate
tpcds-v1.4	q30	7	2	273	298	ok	HashAggregate < HashAggregate
tpcds-v1.4	q30	6	2	507	371	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q30	9	0	1393	207	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q30	10	0	327	161	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q31	25	17	120	124	ok	Sort
tpcds-v1.4	q31	24	17	1993	321	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q31	3	2	472	371	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	1	0	398	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	2	0	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	7	2	217	248	ok	HashAggregate
tpcds-v1.4	q31	6	2	472	371	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	1	0	398	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	11	2	217	248	ok	HashAggregate
tpcds-v1.4	q31	10	2	472	371	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	1	0	398	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	15	2	217	248	ok	HashAggregate
tpcds-v1.4	q31	14	2	472	371	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	19	2	217	248	ok	HashAggregate
tpcds-v1.4	q31	18	2	472	371	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	23	2	217	248	ok	HashAggregate
tpcds-v1.4	q31	22	2	472	371	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q32	7	4	155	154	ok	HashAggregate
tpcds-v1.4	q32	6	4	564	249	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q32	1	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q32	1	0	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q32	4	1	379	266	ok	Filter < HashAggregate
tpcds-v1.4	q32	3	1	386	367	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q33	19	10	204	244	ok	HashAggregate
tpcds-v1.4	q33	6	4	174	238	ok	HashAggregate
tpcds-v1.4	q33	5	4	579	365	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q33	1	0	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q33	2	0	298	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q33	4	1	333	166	ok	BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q33	3	0	319	165	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q33	12	3	174	238	ok	HashAggregate
tpcds-v1.4	q33	11	3	579	365	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q33	18	3	174	238	ok	HashAggregate
tpcds-v1.4	q33	17	3	579	365	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q34	7	4	120	124	ok	Sort
tpcds-v1.4	q34	6	4	414	254	ok	Project < BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q34	4	3	605	339	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q34	1	0	642	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q34	2	0	296	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q34	3	0	741	187	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q34	5	0	698	186	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q35	10	8	941	305	ok	HashAggregate
tpcds-v1.4	q35	9	8	849	453	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < BroadcastHashJoin < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q35	2	1	283	172	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q35	1	0	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q35	4	1	283	172	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q35	6	1	283	172	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q35	7	0	341	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q35	8	0	606	177	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q36	7	3	237	128	ok	Project
tpcds-v1.4	q36	6	3	120	124	ok	Sort
tpcds-v1.4	q36	5	3	820	281	ok	HashAggregate
tpcds-v1.4	q36	4	3	650	408	ok	HashAggregate < Expand < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q36	1	0	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q36	2	0	461	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q36	3	0	327	161	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q37	5	3	244	254	ok	HashAggregate
tpcds-v1.4	q37	4	3	247	325	ok	HashAggregate < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q37	3	2	855	216	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q37	1	0	398	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q37	1	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q38	13	8	108	140	ok	HashAggregate
tpcds-v1.4	q38	12	8	251	333	ok	HashAggregate < Project < BroadcastHashJoin < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q38	3	2	484	321	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q38	1	0	399	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q38	2	0	461	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q38	7	2	244	252	ok	HashAggregate
tpcds-v1.4	q38	6	2	484	321	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q38	11	2	244	252	ok	HashAggregate
tpcds-v1.4	q38	10	2	484	321	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q39a	11	7	120	124	ok	Sort
tpcds-v1.4	q39a	10	7	1235	300	ok	BroadcastHashJoin < Project < Filter < HashAggregate
tpcds-v1.4	q39a	4	3	627	396	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q39a	1	0	386	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q39a	1	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q39a	2	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q39a	9	3	876	277	ok	Project < Filter < HashAggregate
tpcds-v1.4	q39a	8	3	627	396	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q39a	1	0	386	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q39b	11	7	120	124	ok	Sort
tpcds-v1.4	q39b	10	7	1373	302	ok	BroadcastHashJoin < Project < Filter < HashAggregate
tpcds-v1.4	q39b	4	3	627	396	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q39b	1	0	386	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q39b	1	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q39b	2	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q39b	9	3	876	277	ok	Project < Filter < HashAggregate
tpcds-v1.4	q39b	8	3	627	396	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q39b	1	0	386	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q40	9	3	365	242	ok	HashAggregate
tpcds-v1.4	q40	8	3	662	410	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q40	2	0	120	124	ok	Sort
tpcds-v1.4	q40	1	0	443	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q40	1	0	353	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q40	4	0	120	124	ok	Sort
tpcds-v1.4	q40	3	0	345	157	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q40	5	0	341	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q40	6	0	492	178	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q41	4	1	244	244	ok	HashAggregate
tpcds-v1.4	q41	3	1	641	332	ok	HashAggregate < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q41	2	0	156	219	ok	Project < Filter < HashAggregate
tpcds-v1.4	q41	1	0	3824	430	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q42	4	2	238	248	ok	HashAggregate
tpcds-v1.4	q42	3	2	618	360	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q42	1	0	327	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q42	2	0	470	171	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q43	4	2	704	278	ok	HashAggregate
tpcds-v1.4	q43	3	2	644	429	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q43	1	0	327	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q43	2	0	475	178	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q44	13	2	447	222	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q44	5	0	120	124	ok	Sort
tpcds-v1.4	q44	4	0	176	105	ok	Project < Filter
tpcds-v1.4	q44	3	0	120	124	ok	Sort
tpcds-v1.4	q44	2	0	418	330	ok	Sort < Filter < HashAggregate
tpcds-v1.4	q44	2	0	281	261	ok	HashAggregate
tpcds-v1.4	q44	1	0	356	344	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q44	1	0	349	344	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q44	10	0	120	124	ok	Sort
tpcds-v1.4	q44	9	0	176	105	ok	Project < Filter
tpcds-v1.4	q44	8	0	120	124	ok	Sort
tpcds-v1.4	q44	7	0	418	330	ok	Sort < Filter < HashAggregate
tpcds-v1.4	q44	11	0	342	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q45	7	5	201	240	ok	HashAggregate
tpcds-v1.4	q45	6	5	1147	397	ok	HashAggregate < Project < Filter < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q45	1	0	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q45	1	0	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q45	2	0	391	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q45	4	0	342	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q45	5	0	495	165	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q46	8	6	635	294	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q46	5	4	816	388	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q46	1	0	467	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q46	2	0	353	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q46	3	0	396	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q46	4	0	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q46	6	0	528	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q47	22	5	1106	207	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter
tpcds-v1.4	q47	7	3	493	130	ok	Filter
tpcds-v1.4	q47	6	3	120	124	ok	Sort
tpcds-v1.4	q47	5	3	409	248	ok	HashAggregate
tpcds-v1.4	q47	4	3	961	401	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q47	1	0	394	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q47	1	0	656	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q47	3	0	348	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q47	14	0	298	121	ok	Project
tpcds-v1.4	q47	13	0	120	124	ok	Sort
tpcds-v1.4	q47	12	0	350	248	ok	HashAggregate
tpcds-v1.4	q47	21	0	298	121	ok	Project
tpcds-v1.4	q47	20	0	120	124	ok	Sort
tpcds-v1.4	q48	6	4	117	147	ok	HashAggregate
tpcds-v1.4	q48	5	4	3593	252	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q48	1	0	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q48	1	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q48	2	0	937	208	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q48	3	0	944	178	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q49	22	6	251	265	ok	HashAggregate
tpcds-v1.4	q49	7	2	285	126	ok	Project < Filter
tpcds-v1.4	q49	6	2	120	124	ok	Sort
tpcds-v1.4	q49	5	2	120	124	ok	Sort
tpcds-v1.4	q49	4	2	701	302	ok	HashAggregate
tpcds-v1.4	q49	3	2	745	349	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q49	1	0	633	166	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q49	1	0	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q49	14	2	285	126	ok	Project < Filter
tpcds-v1.4	q49	13	2	120	124	ok	Sort
tpcds-v1.4	q49	12	2	120	124	ok	Sort
tpcds-v1.4	q49	11	2	701	302	ok	HashAggregate
tpcds-v1.4	q49	10	2	745	349	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q49	8	0	633	166	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q49	21	2	285	126	ok	Project < Filter
tpcds-v1.4	q49	20	2	120	124	ok	Sort
tpcds-v1.4	q49	19	2	120	124	ok	Sort
tpcds-v1.4	q49	18	2	701	302	ok	HashAggregate
tpcds-v1.4	q49	17	2	745	349	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q49	15	0	633	166	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q50	6	4	626	268	ok	HashAggregate
tpcds-v1.4	q50	5	4	1062	398	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q50	1	0	406	151	ok	Filter < ColumnarToRow
tpcds-v1.4	q50	1	0	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q50	2	0	1007	189	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q50	3	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q51	15	2	415	126	ok	Filter
tpcds-v1.4	q51	14	2	120	124	ok	Sort
tpcds-v1.4	q51	13	2	818	201	ok	Project < SortMergeJoin
tpcds-v1.4	q51	6	1	120	124	ok	Sort
tpcds-v1.4	q51	5	1	192	112	ok	Project
tpcds-v1.4	q51	4	1	120	124	ok	Sort
tpcds-v1.4	q51	3	1	214	238	ok	HashAggregate
tpcds-v1.4	q51	2	1	415	353	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q51	1	0	399	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q51	12	1	120	124	ok	Sort
tpcds-v1.4	q51	11	1	192	112	ok	Project
tpcds-v1.4	q51	10	1	120	124	ok	Sort
tpcds-v1.4	q51	9	1	214	238	ok	HashAggregate
tpcds-v1.4	q51	8	1	415	353	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q52	4	2	238	248	ok	HashAggregate
tpcds-v1.4	q52	3	2	618	360	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q52	1	0	327	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q52	2	0	470	171	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q53	7	3	483	155	ok	Project < Filter
tpcds-v1.4	q53	6	3	120	124	ok	Sort
tpcds-v1.4	q53	5	3	245	238	ok	HashAggregate
tpcds-v1.4	q53	4	3	1756	421	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q53	1	0	394	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q53	1	0	470	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q53	3	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q54	11	7	156	224	ok	HashAggregate
tpcds-v1.4	q54	10	7	244	323	ok	HashAggregate < HashAggregate
tpcds-v1.4	q54	9	7	470	383	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q54	4	3	397	377	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Union < Project < Filter < ColumnarToRow < Project < Filter < ColumnarToRow
tpcds-v1.4	q54	1	0	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q54	1	0	442	164	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q54	3	0	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q54	5	0	327	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q54	1	0	327	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q54	2	0	244	242	ok	HashAggregate
tpcds-v1.4	q54	1	0	421	281	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q54	2	0	244	242	ok	HashAggregate
tpcds-v1.4	q54	1	0	421	281	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q54	6	0	497	177	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q54	7	0	430	171	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q55	4	2	201	248	ok	HashAggregate
tpcds-v1.4	q55	3	2	408	364	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q55	1	0	327	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q55	2	0	471	171	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q56	19	10	204	246	ok	HashAggregate
tpcds-v1.4	q56	6	4	174	240	ok	HashAggregate
tpcds-v1.4	q56	5	4	579	370	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q56	1	0	374	135	ok	Project < Filter < ColumnarToRow
