TPC codegen census, configuration: tpcds-defaults-stats
commit:      a821cc2e8d1
java:        25.0.4.1
settings:    spark.sql.readSideCharPadding=true, statistics injected=true, spark.sql.codegen.hugeMethodLimit=65535, spark.sql.adaptive.enabled=false
under AQE:   the same walk with spark.sql.adaptive.enabled=true finds 0 stages in these queries
bands:       ok <= 8000 bytes < interpreted <= 65535 bytes < fallback

summary
  tpcds-v1.4      103 queries  1586 stages  ok 1586
  tpcds-v2.7       32 queries   794 stages  ok 794
  tpcds-mod        21 queries   175 stages  interpreted 1, ok 174; past 8000: q3

set	query	stage	bytes	constant pool	band	operators
tpcds-v1.4	q22	1	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q22	6	120	124	ok	Sort
tpcds-v1.4	q22	5	699	186	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23a	36	195	162	ok	HashAggregate
tpcds-v1.4	q23a	35	131	161	ok	HashAggregate
tpcds-v1.4	q23a	17	352	178	ok	Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q23a	10	120	124	ok	Sort
tpcds-v1.4	q23a	9	420	186	ok	Project < SortMergeJoin
tpcds-v1.4	q23a	2	120	124	ok	Sort
tpcds-v1.4	q23a	1	389	155	ok	ColumnarToRow
tpcds-v1.4	q23a	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23a	8	342	354	ok	Sort < Project < Filter < HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q23a	5	120	124	ok	Sort
tpcds-v1.4	q23a	4	215	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q23a	1	421	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23a	7	120	124	ok	Sort
tpcds-v1.4	q23a	6	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q23a	15	308	269	ok	Project < Filter < SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q23a	7	117	142	ok	HashAggregate
tpcds-v1.4	q23a	6	308	295	ok	HashAggregate < SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q23a	3	120	124	ok	Sort
tpcds-v1.4	q23a	2	215	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q23a	1	363	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23a	5	120	124	ok	Sort
tpcds-v1.4	q23a	12	120	124	ok	Sort
tpcds-v1.4	q23a	11	327	160	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23a	14	120	124	ok	Sort
tpcds-v1.4	q23a	13	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q23a	34	352	178	ok	Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q23a	27	120	124	ok	Sort
tpcds-v1.4	q23a	26	421	186	ok	Project < SortMergeJoin
tpcds-v1.4	q23a	19	120	124	ok	Sort
tpcds-v1.4	q23a	18	389	155	ok	ColumnarToRow
tpcds-v1.4	q23a	25	342	354	ok	Sort < Project < Filter < HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q23a	22	120	124	ok	Sort
tpcds-v1.4	q23a	24	120	124	ok	Sort
tpcds-v1.4	q23a	32	308	269	ok	Project < Filter < SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q23a	29	120	124	ok	Sort
tpcds-v1.4	q23a	31	120	124	ok	Sort
tpcds-v1.4	q23b	27	241	238	ok	HashAggregate
tpcds-v1.4	q23b	26	383	325	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	17	352	178	ok	Project < BroadcastHashJoin < SortMergeJoin
tpcds-v1.4	q23b	10	120	124	ok	Sort
tpcds-v1.4	q23b	9	396	189	ok	Project < SortMergeJoin
tpcds-v1.4	q23b	2	120	124	ok	Sort
tpcds-v1.4	q23b	1	425	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q23b	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23b	8	342	354	ok	Sort < Project < Filter < HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	5	120	124	ok	Sort
tpcds-v1.4	q23b	4	215	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q23b	1	421	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23b	7	120	124	ok	Sort
tpcds-v1.4	q23b	6	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q23b	15	308	269	ok	Project < Filter < SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	7	117	142	ok	HashAggregate
tpcds-v1.4	q23b	6	308	295	ok	HashAggregate < SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	3	120	124	ok	Sort
tpcds-v1.4	q23b	2	215	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q23b	1	363	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23b	5	120	124	ok	Sort
tpcds-v1.4	q23b	12	120	124	ok	Sort
tpcds-v1.4	q23b	11	327	160	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23b	14	120	124	ok	Sort
tpcds-v1.4	q23b	13	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q23b	25	436	209	ok	Project < SortMergeJoin
tpcds-v1.4	q23b	19	120	124	ok	Sort
tpcds-v1.4	q23b	18	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q23b	24	308	269	ok	Project < Filter < SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	21	120	124	ok	Sort
tpcds-v1.4	q23b	23	120	124	ok	Sort
tpcds-v1.4	q23b	54	241	238	ok	HashAggregate
tpcds-v1.4	q23b	53	383	325	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	44	352	178	ok	Project < BroadcastHashJoin < SortMergeJoin
tpcds-v1.4	q23b	37	120	124	ok	Sort
tpcds-v1.4	q23b	36	396	189	ok	Project < SortMergeJoin
tpcds-v1.4	q23b	29	120	124	ok	Sort
tpcds-v1.4	q23b	28	425	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q23b	35	342	354	ok	Sort < Project < Filter < HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	32	120	124	ok	Sort
tpcds-v1.4	q23b	34	120	124	ok	Sort
tpcds-v1.4	q23b	42	308	269	ok	Project < Filter < SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	39	120	124	ok	Sort
tpcds-v1.4	q23b	41	120	124	ok	Sort
tpcds-v1.4	q23b	52	436	209	ok	Project < SortMergeJoin
tpcds-v1.4	q23b	46	120	124	ok	Sort
tpcds-v1.4	q24a	20	399	251	ok	Filter < HashAggregate
tpcds-v1.4	q24a	20	335	208	ok	HashAggregate
tpcds-v1.4	q24a	19	447	296	ok	HashAggregate < HashAggregate
tpcds-v1.4	q24a	18	759	381	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q24a	15	120	124	ok	Sort
tpcds-v1.4	q24a	14	902	202	ok	Project < SortMergeJoin
tpcds-v1.4	q24a	11	120	124	ok	Sort
tpcds-v1.4	q24a	10	935	196	ok	Project < SortMergeJoin
tpcds-v1.4	q24a	7	120	124	ok	Sort
tpcds-v1.4	q24a	6	757	196	ok	Project < SortMergeJoin
tpcds-v1.4	q24a	3	120	124	ok	Sort
tpcds-v1.4	q24a	5	120	124	ok	Sort
tpcds-v1.4	q24a	4	684	192	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24a	9	120	124	ok	Sort
tpcds-v1.4	q24a	13	120	124	ok	Sort
tpcds-v1.4	q24a	17	120	124	ok	Sort
tpcds-v1.4	q24a	19	451	306	ok	HashAggregate < HashAggregate
tpcds-v1.4	q24a	18	759	381	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q24a	15	120	124	ok	Sort
tpcds-v1.4	q24a	14	902	202	ok	Project < SortMergeJoin
tpcds-v1.4	q24a	11	120	124	ok	Sort
tpcds-v1.4	q24a	10	935	196	ok	Project < SortMergeJoin
tpcds-v1.4	q24a	7	120	124	ok	Sort
tpcds-v1.4	q24a	6	757	196	ok	Project < SortMergeJoin
tpcds-v1.4	q24a	3	120	124	ok	Sort
tpcds-v1.4	q24a	2	345	140	ok	Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q24a	1	679	180	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24a	5	120	124	ok	Sort
tpcds-v1.4	q24a	4	723	199	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24a	9	120	124	ok	Sort
tpcds-v1.4	q24a	8	528	177	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24a	13	120	124	ok	Sort
tpcds-v1.4	q24a	12	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24a	17	120	124	ok	Sort
tpcds-v1.4	q24a	16	550	177	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	20	399	251	ok	Filter < HashAggregate
tpcds-v1.4	q24b	20	335	208	ok	HashAggregate
tpcds-v1.4	q24b	19	447	296	ok	HashAggregate < HashAggregate
tpcds-v1.4	q24b	18	759	381	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q24b	15	120	124	ok	Sort
tpcds-v1.4	q24b	14	902	202	ok	Project < SortMergeJoin
tpcds-v1.4	q24b	11	120	124	ok	Sort
tpcds-v1.4	q24b	10	935	196	ok	Project < SortMergeJoin
tpcds-v1.4	q24b	7	120	124	ok	Sort
tpcds-v1.4	q24b	6	757	196	ok	Project < SortMergeJoin
tpcds-v1.4	q24b	3	120	124	ok	Sort
tpcds-v1.4	q24b	5	120	124	ok	Sort
tpcds-v1.4	q24b	4	684	192	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	9	120	124	ok	Sort
tpcds-v1.4	q24b	13	120	124	ok	Sort
tpcds-v1.4	q24b	17	120	124	ok	Sort
tpcds-v1.4	q24b	19	451	306	ok	HashAggregate < HashAggregate
tpcds-v1.4	q24b	18	759	381	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q24b	15	120	124	ok	Sort
tpcds-v1.4	q24b	14	902	202	ok	Project < SortMergeJoin
tpcds-v1.4	q24b	11	120	124	ok	Sort
tpcds-v1.4	q24b	10	935	196	ok	Project < SortMergeJoin
tpcds-v1.4	q24b	7	120	124	ok	Sort
tpcds-v1.4	q24b	6	757	196	ok	Project < SortMergeJoin
tpcds-v1.4	q24b	3	120	124	ok	Sort
tpcds-v1.4	q24b	2	345	140	ok	Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	1	679	180	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	5	120	124	ok	Sort
tpcds-v1.4	q24b	4	723	199	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	9	120	124	ok	Sort
tpcds-v1.4	q24b	8	528	177	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	13	120	124	ok	Sort
tpcds-v1.4	q24b	12	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	17	120	124	ok	Sort
tpcds-v1.4	q24b	16	550	177	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q25	18	442	254	ok	HashAggregate
tpcds-v1.4	q25	17	582	383	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q25	13	120	124	ok	Sort
tpcds-v1.4	q25	12	683	208	ok	Project < SortMergeJoin
tpcds-v1.4	q25	8	120	124	ok	Sort
tpcds-v1.4	q25	7	563	196	ok	Project < SortMergeJoin
tpcds-v1.4	q25	4	120	124	ok	Sort
tpcds-v1.4	q25	3	380	142	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q25	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q25	2	391	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q25	6	120	124	ok	Sort
tpcds-v1.4	q25	5	391	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q25	11	120	124	ok	Sort
tpcds-v1.4	q25	10	325	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q25	1	419	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q25	16	120	124	ok	Sort
tpcds-v1.4	q25	15	270	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q26	9	852	278	ok	HashAggregate
tpcds-v1.4	q26	8	441	344	ok	HashAggregate < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q26	4	120	124	ok	Sort
tpcds-v1.4	q26	3	325	142	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q26	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q26	2	540	171	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q26	6	120	124	ok	Sort
tpcds-v1.4	q26	5	554	167	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q26	7	342	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q27	9	944	288	ok	HashAggregate
tpcds-v1.4	q27	8	482	348	ok	HashAggregate < Expand < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q27	3	120	124	ok	Sort
tpcds-v1.4	q27	2	332	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q27	1	327	161	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q27	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q27	5	120	124	ok	Sort
tpcds-v1.4	q27	4	554	167	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q27	6	342	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q27	7	370	167	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q28	18	972	246	ok	BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < HashAggregate
tpcds-v1.4	q28	2	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	1	908	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	5	292	206	ok	HashAggregate
tpcds-v1.4	q28	4	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	3	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	8	292	206	ok	HashAggregate
tpcds-v1.4	q28	7	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	6	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	11	292	206	ok	HashAggregate
tpcds-v1.4	q28	10	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	9	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	14	292	206	ok	HashAggregate
tpcds-v1.4	q28	13	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	12	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	17	292	206	ok	HashAggregate
tpcds-v1.4	q28	16	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	15	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q29	18	316	247	ok	HashAggregate
tpcds-v1.4	q29	17	573	375	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q29	13	120	124	ok	Sort
tpcds-v1.4	q29	12	671	199	ok	Project < SortMergeJoin
tpcds-v1.4	q29	8	120	124	ok	Sort
tpcds-v1.4	q29	7	557	187	ok	Project < SortMergeJoin
tpcds-v1.4	q29	4	120	124	ok	Sort
tpcds-v1.4	q29	3	380	142	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q29	1	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q29	2	391	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q29	6	120	124	ok	Sort
tpcds-v1.4	q29	5	391	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q29	11	120	124	ok	Sort
tpcds-v1.4	q29	10	325	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q29	1	420	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q29	16	120	124	ok	Sort
tpcds-v1.4	q29	15	270	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q29	1	349	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q30	25	908	196	ok	Project < SortMergeJoin
tpcds-v1.4	q30	22	120	124	ok	Sort
tpcds-v1.4	q30	21	834	196	ok	Project < SortMergeJoin
tpcds-v1.4	q30	18	120	124	ok	Sort
tpcds-v1.4	q30	17	392	212	ok	Project < SortMergeJoin
tpcds-v1.4	q30	8	120	124	ok	Sort
tpcds-v1.4	q30	7	238	249	ok	Filter < HashAggregate
tpcds-v1.4	q30	6	361	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q30	3	120	124	ok	Sort
tpcds-v1.4	q30	2	270	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q30	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q30	5	120	124	ok	Sort
tpcds-v1.4	q30	4	430	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q30	16	401	338	ok	Sort < Filter < HashAggregate
tpcds-v1.4	q30	15	273	298	ok	HashAggregate < HashAggregate
tpcds-v1.4	q30	14	361	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q30	11	120	124	ok	Sort
tpcds-v1.4	q30	10	215	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q30	13	120	124	ok	Sort
tpcds-v1.4	q30	20	120	124	ok	Sort
tpcds-v1.4	q30	19	1393	207	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q30	24	120	124	ok	Sort
tpcds-v1.4	q30	23	327	161	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q31	43	120	124	ok	Sort
tpcds-v1.4	q31	42	217	252	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q31	6	386	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q31	3	120	124	ok	Sort
tpcds-v1.4	q31	2	215	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	1	398	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	5	120	124	ok	Sort
tpcds-v1.4	q31	4	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	13	217	248	ok	HashAggregate
tpcds-v1.4	q31	12	386	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q31	9	120	124	ok	Sort
tpcds-v1.4	q31	8	215	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	1	398	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	11	120	124	ok	Sort
tpcds-v1.4	q31	20	224	248	ok	HashAggregate
tpcds-v1.4	q31	19	386	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q31	16	120	124	ok	Sort
tpcds-v1.4	q31	15	215	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	1	398	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	18	120	124	ok	Sort
tpcds-v1.4	q31	41	217	252	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q31	26	386	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q31	23	120	124	ok	Sort
tpcds-v1.4	q31	22	215	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	25	120	124	ok	Sort
tpcds-v1.4	q31	33	217	248	ok	HashAggregate
tpcds-v1.4	q31	32	386	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q31	29	120	124	ok	Sort
tpcds-v1.4	q31	28	215	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	31	120	124	ok	Sort
tpcds-v1.4	q31	40	217	248	ok	HashAggregate
tpcds-v1.4	q31	39	386	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q31	36	120	124	ok	Sort
tpcds-v1.4	q31	35	215	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	38	120	124	ok	Sort
tpcds-v1.4	q32	7	155	154	ok	HashAggregate
tpcds-v1.4	q32	6	237	192	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q32	4	319	276	ok	Project < BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q32	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q32	3	282	295	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q32	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q33	19	204	244	ok	HashAggregate
tpcds-v1.4	q33	6	174	238	ok	HashAggregate
tpcds-v1.4	q33	5	330	283	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q33	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q33	3	215	133	ok	BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q33	2	319	165	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q33	4	298	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q33	12	174	238	ok	HashAggregate
tpcds-v1.4	q33	11	330	283	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q33	18	174	238	ok	HashAggregate
tpcds-v1.4	q33	17	330	283	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q34	10	120	124	ok	Sort
tpcds-v1.4	q34	9	445	197	ok	Project < SortMergeJoin
tpcds-v1.4	q34	6	120	124	ok	Sort
tpcds-v1.4	q34	5	210	224	ok	Filter < HashAggregate
tpcds-v1.4	q34	4	385	282	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q34	1	642	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q34	2	296	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q34	3	741	187	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q34	8	120	124	ok	Sort
tpcds-v1.4	q34	7	698	186	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q35	23	941	306	ok	HashAggregate
tpcds-v1.4	q35	22	768	444	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q35	19	120	124	ok	Sort
tpcds-v1.4	q35	18	342	187	ok	Project < SortMergeJoin
tpcds-v1.4	q35	15	120	124	ok	Sort
tpcds-v1.4	q35	14	357	173	ok	Project < Filter < SortMergeJoin
tpcds-v1.4	q35	10	357	180	ok	SortMergeJoin
tpcds-v1.4	q35	6	352	180	ok	SortMergeJoin
tpcds-v1.4	q35	2	120	124	ok	Sort
tpcds-v1.4	q35	1	339	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q35	5	120	124	ok	Sort
tpcds-v1.4	q35	4	142	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q35	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q35	9	120	124	ok	Sort
tpcds-v1.4	q35	8	142	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q35	13	120	124	ok	Sort
tpcds-v1.4	q35	12	142	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q35	17	120	124	ok	Sort
tpcds-v1.4	q35	16	341	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q35	21	120	124	ok	Sort
tpcds-v1.4	q35	20	606	177	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q36	10	237	128	ok	Project
tpcds-v1.4	q36	9	120	124	ok	Sort
tpcds-v1.4	q36	8	820	282	ok	HashAggregate
tpcds-v1.4	q36	7	399	402	ok	HashAggregate < Expand < Project < SortMergeJoin
tpcds-v1.4	q36	4	120	124	ok	Sort
tpcds-v1.4	q36	3	270	142	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q36	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q36	2	327	161	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q36	6	120	124	ok	Sort
tpcds-v1.4	q36	5	461	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q37	8	244	254	ok	HashAggregate
tpcds-v1.4	q37	7	373	323	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q37	4	120	124	ok	Sort
tpcds-v1.4	q37	3	306	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q37	1	705	181	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q37	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q37	6	120	124	ok	Sort
tpcds-v1.4	q37	5	221	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q37	1	513	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q38	27	108	140	ok	HashAggregate
tpcds-v1.4	q38	26	1128	248	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q38	17	1128	217	ok	SortMergeJoin
tpcds-v1.4	q38	8	120	124	ok	Sort
tpcds-v1.4	q38	7	244	252	ok	HashAggregate
tpcds-v1.4	q38	6	350	317	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q38	3	120	124	ok	Sort
tpcds-v1.4	q38	2	215	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q38	1	399	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q38	5	120	124	ok	Sort
tpcds-v1.4	q38	4	461	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q38	16	120	124	ok	Sort
tpcds-v1.4	q38	15	244	252	ok	HashAggregate
tpcds-v1.4	q38	14	350	317	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q38	11	120	124	ok	Sort
tpcds-v1.4	q38	10	215	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q38	13	120	124	ok	Sort
tpcds-v1.4	q38	25	120	124	ok	Sort
tpcds-v1.4	q38	24	244	252	ok	HashAggregate
tpcds-v1.4	q38	23	350	317	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q38	20	120	124	ok	Sort
tpcds-v1.4	q38	19	215	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q38	22	120	124	ok	Sort
tpcds-v1.4	q39a	14	120	124	ok	Sort
tpcds-v1.4	q39a	13	647	193	ok	SortMergeJoin
tpcds-v1.4	q39a	6	120	124	ok	Sort
tpcds-v1.4	q39a	5	876	277	ok	Project < Filter < HashAggregate
tpcds-v1.4	q39a	4	330	314	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q39a	1	386	135	ok	Project < Filter < ColumnarToRow
