TPC codegen census, configuration: tpcds-nopadding-stats
commit:      1917c854bae
java:        25.0.4.1
settings:    spark.sql.readSideCharPadding=false, statistics injected=true, spark.sql.codegen.hugeMethodLimit=65535, spark.sql.adaptive.enabled=false
under AQE:   the same walk with spark.sql.adaptive.enabled=true finds 0 stages in these queries
bands:       ok <= 8000 bytes < interpreted <= 65535 bytes < fallback

summary
  tpcds-v1.4      103 queries  1586 stages  ok 1586
  tpcds-v2.7       32 queries   785 stages  ok 785
  tpcds-mod        21 queries   175 stages  interpreted 1, ok 174; past 8000: q3

set	query	stage	broadcasts	bytes	constant pool	band	operators
tpcds-v1.4	q20	8	1	120	124	ok	Sort
tpcds-v1.4	q20	7	1	377	245	ok	HashAggregate
tpcds-v1.4	q20	6	1	455	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q20	3	1	120	124	ok	Sort
tpcds-v1.4	q20	2	1	374	183	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q20	1	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q20	5	0	120	124	ok	Sort
tpcds-v1.4	q20	4	0	634	167	ok	Filter < ColumnarToRow
tpcds-v1.4	q21	5	3	595	258	ok	Filter < HashAggregate
tpcds-v1.4	q21	4	3	616	368	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q21	1	0	353	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q21	1	0	422	160	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q21	3	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q22	8	2	327	244	ok	HashAggregate
tpcds-v1.4	q22	7	2	446	408	ok	HashAggregate < Expand < Project < SortMergeJoin
tpcds-v1.4	q22	4	2	120	124	ok	Sort
tpcds-v1.4	q22	3	2	479	184	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q22	1	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q22	1	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q22	6	0	120	124	ok	Sort
tpcds-v1.4	q22	5	0	419	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q23a	36	3	195	162	ok	HashAggregate
tpcds-v1.4	q23a	35	3	131	161	ok	HashAggregate
tpcds-v1.4	q23a	17	2	476	229	ok	Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q23a	10	1	120	124	ok	Sort
tpcds-v1.4	q23a	9	1	420	186	ok	Project < SortMergeJoin
tpcds-v1.4	q23a	2	0	120	124	ok	Sort
tpcds-v1.4	q23a	1	0	389	155	ok	ColumnarToRow
tpcds-v1.4	q23a	1	0	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23a	8	1	342	354	ok	Sort < Project < Filter < HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q23a	5	1	120	124	ok	Sort
tpcds-v1.4	q23a	4	1	358	177	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q23a	1	0	421	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23a	7	0	120	124	ok	Sort
tpcds-v1.4	q23a	6	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q23a	15	0	308	269	ok	Project < Filter < SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q23a	7	1	117	142	ok	HashAggregate
tpcds-v1.4	q23a	6	1	308	295	ok	HashAggregate < SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q23a	3	1	120	124	ok	Sort
tpcds-v1.4	q23a	2	1	423	186	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q23a	1	0	363	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23a	5	0	120	124	ok	Sort
tpcds-v1.4	q23a	12	0	120	124	ok	Sort
tpcds-v1.4	q23a	11	0	327	160	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23a	14	0	120	124	ok	Sort
tpcds-v1.4	q23a	13	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q23a	34	1	476	229	ok	Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q23a	27	0	120	124	ok	Sort
tpcds-v1.4	q23a	26	0	421	186	ok	Project < SortMergeJoin
tpcds-v1.4	q23a	19	0	120	124	ok	Sort
tpcds-v1.4	q23a	18	0	389	155	ok	ColumnarToRow
tpcds-v1.4	q23a	25	0	342	354	ok	Sort < Project < Filter < HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q23a	22	0	120	124	ok	Sort
tpcds-v1.4	q23a	24	0	120	124	ok	Sort
tpcds-v1.4	q23a	32	0	308	269	ok	Project < Filter < SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q23a	29	0	120	124	ok	Sort
tpcds-v1.4	q23a	31	0	120	124	ok	Sort
tpcds-v1.4	q23b	27	2	241	238	ok	HashAggregate
tpcds-v1.4	q23b	26	2	383	325	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	17	2	427	210	ok	Project < BroadcastHashJoin < SortMergeJoin
tpcds-v1.4	q23b	10	1	120	124	ok	Sort
tpcds-v1.4	q23b	9	1	396	189	ok	Project < SortMergeJoin
tpcds-v1.4	q23b	2	0	120	124	ok	Sort
tpcds-v1.4	q23b	1	0	425	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q23b	1	0	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23b	8	1	342	354	ok	Sort < Project < Filter < HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	5	1	120	124	ok	Sort
tpcds-v1.4	q23b	4	1	358	177	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q23b	1	0	421	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23b	7	0	120	124	ok	Sort
tpcds-v1.4	q23b	6	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q23b	15	0	308	269	ok	Project < Filter < SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	7	1	117	142	ok	HashAggregate
tpcds-v1.4	q23b	6	1	308	295	ok	HashAggregate < SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	3	1	120	124	ok	Sort
tpcds-v1.4	q23b	2	1	423	186	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q23b	1	0	363	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23b	5	0	120	124	ok	Sort
tpcds-v1.4	q23b	12	0	120	124	ok	Sort
tpcds-v1.4	q23b	11	0	327	160	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q23b	14	0	120	124	ok	Sort
tpcds-v1.4	q23b	13	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q23b	25	0	318	186	ok	SortMergeJoin
tpcds-v1.4	q23b	19	0	120	124	ok	Sort
tpcds-v1.4	q23b	18	0	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q23b	24	0	308	269	ok	Project < Filter < SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	21	0	120	124	ok	Sort
tpcds-v1.4	q23b	23	0	120	124	ok	Sort
tpcds-v1.4	q23b	54	1	241	238	ok	HashAggregate
tpcds-v1.4	q23b	53	1	383	325	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	44	1	427	210	ok	Project < BroadcastHashJoin < SortMergeJoin
tpcds-v1.4	q23b	37	0	120	124	ok	Sort
tpcds-v1.4	q23b	36	0	396	189	ok	Project < SortMergeJoin
tpcds-v1.4	q23b	29	0	120	124	ok	Sort
tpcds-v1.4	q23b	28	0	425	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q23b	35	0	342	354	ok	Sort < Project < Filter < HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	32	0	120	124	ok	Sort
tpcds-v1.4	q23b	34	0	120	124	ok	Sort
tpcds-v1.4	q23b	42	0	308	269	ok	Project < Filter < SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q23b	39	0	120	124	ok	Sort
tpcds-v1.4	q23b	41	0	120	124	ok	Sort
tpcds-v1.4	q23b	52	0	318	186	ok	SortMergeJoin
tpcds-v1.4	q23b	46	0	120	124	ok	Sort
tpcds-v1.4	q24a	20	1	399	251	ok	Filter < HashAggregate
tpcds-v1.4	q24a	20	0	335	208	ok	HashAggregate
tpcds-v1.4	q24a	19	0	447	296	ok	HashAggregate < HashAggregate
tpcds-v1.4	q24a	18	0	759	385	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q24a	15	0	120	124	ok	Sort
tpcds-v1.4	q24a	14	0	902	202	ok	Project < SortMergeJoin
tpcds-v1.4	q24a	11	0	120	124	ok	Sort
tpcds-v1.4	q24a	10	0	914	200	ok	Project < SortMergeJoin
tpcds-v1.4	q24a	7	0	120	124	ok	Sort
tpcds-v1.4	q24a	6	0	757	196	ok	Project < SortMergeJoin
tpcds-v1.4	q24a	3	0	120	124	ok	Sort
tpcds-v1.4	q24a	5	0	120	124	ok	Sort
tpcds-v1.4	q24a	4	0	474	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q24a	9	0	120	124	ok	Sort
tpcds-v1.4	q24a	13	0	120	124	ok	Sort
tpcds-v1.4	q24a	17	0	120	124	ok	Sort
tpcds-v1.4	q24a	19	1	451	306	ok	HashAggregate < HashAggregate
tpcds-v1.4	q24a	18	1	759	385	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q24a	15	1	120	124	ok	Sort
tpcds-v1.4	q24a	14	1	902	202	ok	Project < SortMergeJoin
tpcds-v1.4	q24a	11	1	120	124	ok	Sort
tpcds-v1.4	q24a	10	1	914	200	ok	Project < SortMergeJoin
tpcds-v1.4	q24a	7	1	120	124	ok	Sort
tpcds-v1.4	q24a	6	1	736	200	ok	Project < SortMergeJoin
tpcds-v1.4	q24a	3	1	120	124	ok	Sort
tpcds-v1.4	q24a	2	1	640	191	ok	Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q24a	1	0	468	153	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24a	5	0	120	124	ok	Sort
tpcds-v1.4	q24a	4	0	540	173	ok	Filter < ColumnarToRow
tpcds-v1.4	q24a	9	0	120	124	ok	Sort
tpcds-v1.4	q24a	8	0	388	153	ok	Filter < ColumnarToRow
tpcds-v1.4	q24a	13	0	120	124	ok	Sort
tpcds-v1.4	q24a	12	0	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24a	17	0	120	124	ok	Sort
tpcds-v1.4	q24a	16	0	339	147	ok	Filter < ColumnarToRow
tpcds-v1.4	q24b	20	1	399	251	ok	Filter < HashAggregate
tpcds-v1.4	q24b	20	0	335	208	ok	HashAggregate
tpcds-v1.4	q24b	19	0	447	296	ok	HashAggregate < HashAggregate
tpcds-v1.4	q24b	18	0	759	385	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q24b	15	0	120	124	ok	Sort
tpcds-v1.4	q24b	14	0	902	202	ok	Project < SortMergeJoin
tpcds-v1.4	q24b	11	0	120	124	ok	Sort
tpcds-v1.4	q24b	10	0	914	200	ok	Project < SortMergeJoin
tpcds-v1.4	q24b	7	0	120	124	ok	Sort
tpcds-v1.4	q24b	6	0	757	196	ok	Project < SortMergeJoin
tpcds-v1.4	q24b	3	0	120	124	ok	Sort
tpcds-v1.4	q24b	5	0	120	124	ok	Sort
tpcds-v1.4	q24b	4	0	474	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q24b	9	0	120	124	ok	Sort
tpcds-v1.4	q24b	13	0	120	124	ok	Sort
tpcds-v1.4	q24b	17	0	120	124	ok	Sort
tpcds-v1.4	q24b	19	1	451	306	ok	HashAggregate < HashAggregate
tpcds-v1.4	q24b	18	1	759	385	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q24b	15	1	120	124	ok	Sort
tpcds-v1.4	q24b	14	1	902	202	ok	Project < SortMergeJoin
tpcds-v1.4	q24b	11	1	120	124	ok	Sort
tpcds-v1.4	q24b	10	1	914	200	ok	Project < SortMergeJoin
tpcds-v1.4	q24b	7	1	120	124	ok	Sort
tpcds-v1.4	q24b	6	1	736	200	ok	Project < SortMergeJoin
tpcds-v1.4	q24b	3	1	120	124	ok	Sort
tpcds-v1.4	q24b	2	1	640	191	ok	Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	1	0	468	153	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	5	0	120	124	ok	Sort
tpcds-v1.4	q24b	4	0	540	173	ok	Filter < ColumnarToRow
tpcds-v1.4	q24b	9	0	120	124	ok	Sort
tpcds-v1.4	q24b	8	0	388	153	ok	Filter < ColumnarToRow
tpcds-v1.4	q24b	13	0	120	124	ok	Sort
tpcds-v1.4	q24b	12	0	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q24b	17	0	120	124	ok	Sort
tpcds-v1.4	q24b	16	0	339	147	ok	Filter < ColumnarToRow
tpcds-v1.4	q25	18	4	442	253	ok	HashAggregate
tpcds-v1.4	q25	17	4	582	384	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q25	13	3	120	124	ok	Sort
tpcds-v1.4	q25	12	3	683	208	ok	Project < SortMergeJoin
tpcds-v1.4	q25	8	2	120	124	ok	Sort
tpcds-v1.4	q25	7	2	563	196	ok	Project < SortMergeJoin
tpcds-v1.4	q25	4	2	120	124	ok	Sort
tpcds-v1.4	q25	3	2	697	202	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q25	1	0	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q25	2	0	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q25	6	0	120	124	ok	Sort
tpcds-v1.4	q25	5	0	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q25	11	1	120	124	ok	Sort
tpcds-v1.4	q25	10	1	508	183	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q25	1	0	419	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q25	16	1	120	124	ok	Sort
tpcds-v1.4	q25	15	1	441	183	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q26	9	3	852	278	ok	HashAggregate
tpcds-v1.4	q26	8	3	552	425	ok	HashAggregate < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q26	4	2	120	124	ok	Sort
tpcds-v1.4	q26	3	2	713	195	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q26	1	0	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q26	2	0	465	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q26	6	0	120	124	ok	Sort
tpcds-v1.4	q26	5	0	524	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q26	7	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q27	9	3	944	288	ok	HashAggregate
tpcds-v1.4	q27	8	3	663	453	ok	HashAggregate < Expand < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q27	3	1	120	124	ok	Sort
tpcds-v1.4	q27	2	1	677	186	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q27	1	0	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q27	1	0	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q27	5	0	120	124	ok	Sort
tpcds-v1.4	q27	4	0	524	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q27	6	0	328	154	ok	Filter < ColumnarToRow
tpcds-v1.4	q27	7	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q28	18	5	972	246	ok	BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < HashAggregate
tpcds-v1.4	q28	2	0	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	1	0	908	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	5	0	292	206	ok	HashAggregate
tpcds-v1.4	q28	4	0	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	3	0	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	8	0	292	206	ok	HashAggregate
tpcds-v1.4	q28	7	0	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	6	0	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	11	0	292	206	ok	HashAggregate
tpcds-v1.4	q28	10	0	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	9	0	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	14	0	292	206	ok	HashAggregate
tpcds-v1.4	q28	13	0	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	12	0	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q28	17	0	292	206	ok	HashAggregate
tpcds-v1.4	q28	16	0	281	351	ok	HashAggregate < HashAggregate
tpcds-v1.4	q28	15	0	910	357	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q29	18	4	316	246	ok	HashAggregate
tpcds-v1.4	q29	17	4	573	374	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q29	13	3	120	124	ok	Sort
tpcds-v1.4	q29	12	3	671	199	ok	Project < SortMergeJoin
tpcds-v1.4	q29	8	2	120	124	ok	Sort
tpcds-v1.4	q29	7	2	557	187	ok	Project < SortMergeJoin
tpcds-v1.4	q29	4	2	120	124	ok	Sort
tpcds-v1.4	q29	3	2	691	194	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q29	1	0	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q29	2	0	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q29	6	0	120	124	ok	Sort
tpcds-v1.4	q29	5	0	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q29	11	1	120	124	ok	Sort
tpcds-v1.4	q29	10	1	502	175	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q29	1	0	420	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q29	16	1	120	124	ok	Sort
tpcds-v1.4	q29	15	1	435	175	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q29	1	0	349	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q30	30	5	1146	241	ok	Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q30	12	1	120	124	ok	Sort
tpcds-v1.4	q30	11	1	841	199	ok	Project < SortMergeJoin
tpcds-v1.4	q30	8	1	120	124	ok	Sort
tpcds-v1.4	q30	7	1	238	249	ok	Filter < HashAggregate
tpcds-v1.4	q30	6	1	361	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q30	3	1	120	124	ok	Sort
tpcds-v1.4	q30	2	1	441	183	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q30	1	0	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q30	5	0	120	124	ok	Sort
tpcds-v1.4	q30	4	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q30	10	0	120	124	ok	Sort
tpcds-v1.4	q30	9	0	902	153	ok	Filter < ColumnarToRow
tpcds-v1.4	q30	14	0	120	124	ok	Sort
tpcds-v1.4	q30	13	0	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q30	29	3	398	286	ok	Filter < HashAggregate
tpcds-v1.4	q30	28	3	287	333	ok	HashAggregate < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q30	21	1	244	244	ok	HashAggregate
tpcds-v1.4	q30	20	1	308	313	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q30	17	1	120	124	ok	Sort
tpcds-v1.4	q30	16	1	310	168	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q30	19	0	120	124	ok	Sort
tpcds-v1.4	q30	18	0	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q30	27	1	341	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q30	24	1	120	124	ok	Sort
tpcds-v1.4	q30	23	1	423	186	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q30	26	0	120	124	ok	Sort
tpcds-v1.4	q31	43	11	120	124	ok	Sort
tpcds-v1.4	q31	42	11	1835	312	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q31	6	1	386	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q31	3	1	120	124	ok	Sort
tpcds-v1.4	q31	2	1	414	184	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	1	0	398	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	5	0	120	124	ok	Sort
tpcds-v1.4	q31	4	0	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	13	1	217	248	ok	HashAggregate
tpcds-v1.4	q31	12	1	386	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q31	9	1	120	124	ok	Sort
tpcds-v1.4	q31	8	1	414	184	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	1	0	398	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	11	0	120	124	ok	Sort
tpcds-v1.4	q31	20	1	224	248	ok	HashAggregate
tpcds-v1.4	q31	19	1	386	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q31	16	1	120	124	ok	Sort
tpcds-v1.4	q31	15	1	414	184	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	1	0	398	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q31	18	0	120	124	ok	Sort
tpcds-v1.4	q31	41	5	489	286	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q31	26	1	386	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q31	23	1	120	124	ok	Sort
tpcds-v1.4	q31	22	1	414	184	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	25	0	120	124	ok	Sort
tpcds-v1.4	q31	33	1	217	248	ok	HashAggregate
tpcds-v1.4	q31	32	1	386	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q31	29	1	120	124	ok	Sort
tpcds-v1.4	q31	28	1	414	184	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	31	0	120	124	ok	Sort
tpcds-v1.4	q31	40	1	217	248	ok	HashAggregate
tpcds-v1.4	q31	39	1	386	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q31	36	1	120	124	ok	Sort
tpcds-v1.4	q31	35	1	414	184	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q31	38	0	120	124	ok	Sort
tpcds-v1.4	q32	7	4	155	154	ok	HashAggregate
tpcds-v1.4	q32	6	4	494	245	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q32	4	2	465	287	ok	Project < BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q32	1	0	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q32	3	1	393	367	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q32	1	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q33	19	10	204	244	ok	HashAggregate
tpcds-v1.4	q33	6	4	174	238	ok	HashAggregate
tpcds-v1.4	q33	5	4	579	365	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q33	1	0	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q33	3	1	333	166	ok	BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q33	2	0	308	155	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q33	4	0	298	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q33	12	3	174	238	ok	HashAggregate
tpcds-v1.4	q33	11	3	579	365	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q33	18	3	174	238	ok	HashAggregate
tpcds-v1.4	q33	17	3	579	365	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q34	10	3	120	124	ok	Sort
tpcds-v1.4	q34	9	3	445	197	ok	Project < SortMergeJoin
tpcds-v1.4	q34	6	3	120	124	ok	Sort
tpcds-v1.4	q34	5	3	210	224	ok	Filter < HashAggregate
tpcds-v1.4	q34	4	3	605	339	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q34	1	0	642	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q34	2	0	296	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q34	3	0	704	173	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q34	8	0	120	124	ok	Sort
tpcds-v1.4	q34	7	0	419	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q35	23	3	941	305	ok	HashAggregate
tpcds-v1.4	q35	22	3	768	444	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q35	19	3	120	124	ok	Sort
tpcds-v1.4	q35	18	3	308	187	ok	Project < SortMergeJoin
tpcds-v1.4	q35	15	3	120	124	ok	Sort
tpcds-v1.4	q35	14	3	357	173	ok	Project < Filter < SortMergeJoin
tpcds-v1.4	q35	10	2	357	180	ok	SortMergeJoin
tpcds-v1.4	q35	6	1	352	180	ok	SortMergeJoin
tpcds-v1.4	q35	2	0	120	124	ok	Sort
tpcds-v1.4	q35	1	0	339	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q35	5	1	120	124	ok	Sort
tpcds-v1.4	q35	4	1	283	172	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q35	1	0	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q35	9	1	120	124	ok	Sort
tpcds-v1.4	q35	8	1	283	172	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q35	13	1	120	124	ok	Sort
tpcds-v1.4	q35	12	1	283	172	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q35	17	0	120	124	ok	Sort
tpcds-v1.4	q35	16	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q35	21	0	120	124	ok	Sort
tpcds-v1.4	q35	20	0	468	153	ok	Filter < ColumnarToRow
tpcds-v1.4	q36	7	3	237	128	ok	Project
tpcds-v1.4	q36	6	3	120	124	ok	Sort
tpcds-v1.4	q36	5	3	820	281	ok	HashAggregate
tpcds-v1.4	q36	4	3	650	408	ok	HashAggregate < Expand < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q36	1	0	295	135	ok	Project < Filter < ColumnarToRow
